
SERVER_NAME   ,OWNER               ,OBJECT_NAME                                       ,OBJECT_TYPE         ,LAST_DDL_TIME                           ,STATUS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
ORCL          ,SYSTEM              ,REPCAT$_REPPROP_KEY                               ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYSTEM              ,REPCAT_LOG_SEQUENCE                               ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYSTEM              ,REPCAT$_REFRESH_TEMPLATES_S                       ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYSTEM              ,REPCAT$_USER_AUTHORIZATIONS_S                     ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYSTEM              ,REPCAT$_TEMPLATE_REFGROUPS_S                      ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYSTEM              ,REPCAT$_TEMPLATE_OBJECTS_S                        ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYSTEM              ,REPCAT$_TEMPLATE_PARMS_S                          ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYSTEM              ,REPCAT$_USER_PARM_VALUES_S                        ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYSTEM              ,REPCAT$_TEMPLATE_SITES_S                          ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYSTEM              ,REPCAT$_TEMP_OUTPUT_S                             ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYSTEM              ,REPCAT$_RUNTIME_PARMS_S                           ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYSTEM              ,TEMPLATE$_TARGETS_S                               ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYSTEM              ,REPCAT$_EXCEPTIONS_S                              ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,DBMS_PARALLEL_EXECUTE_SEQ$                        ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,DBFS_SFS$_FSSEQ                                   ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,DBFS_HS$_RSEQ                                     ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,DBFS_HS$_STOREIDSEQ                               ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,DBFS_HS$_ARCHIVEREFIDSEQ                          ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,DBFS_HS$_TARBALLSEQ                               ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,DBFS_HS$_POLICYIDSEQ                              ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,DBFS_HS$_BACKUPFILEIDSEQ                          ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,XS$ID_SEQUENCE                                    ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,PRIV_CAPTURE_SEQ$                                 ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,PRIV_USED_ID$                                     ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,PRIV_UNUSED_ID$                                   ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRI$_SQLSET_RATMASK_SEQ                           ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,SQL_TK_CHK_ID                                     ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,GENERATOR$_S                                      ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,GROUP_NUM_SEQ                                     ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,SYNOPSIS_NUM_SEQ                                  ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,SYSLSBY_EDS_DDL_SEQ                               ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,STREAMS$_APPLY_SPILL_TXNKEY_S                     ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,FGR$_NAMES_S                                      ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,STREAMS$_RULE_NAME_S                              ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,MV_RF$JOBSEQ                                      ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,IDX_RB$JOBSEQ                                     ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,DBMS_LOCK_ID_V2                                   ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,JOBSEQLSBY                                        ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,AQ$_SCHEDULER$_EVENT_QTAB_N                       ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,AQ$_SCHEDULER$_REMDB_JOBQTAB_N                    ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,AQ$_SCHEDULER_FILEWATCHER_QT_N                    ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,AQ$_ALERT_QT_N                                    ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,AQ$_KUPC$DATAPUMP_QUETAB_N                        ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,HS$_FDS_CLASS_S                                   ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,HS$_FDS_INST_S                                    ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,HS$_CLASS_CAPS_S                                  ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,HS$_INST_CAPS_S                                   ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,HS$_BASE_DD_S                                     ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,HS$_CLASS_DD_S                                    ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,HS$_INST_DD_S                                     ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
